market_name,token_id_yes,token_id_no,date_time,market_slug,condition_id
"Ethereum Up or Down - July 21, 4PM ET",4962249036053405745351595320731555423833511489334470621664713191570318599848,82963587758010327422733078376429288469309873948741237809157276860781379796011,2025-07-21 16:00 EDT,ethereum-up-or-down-july-21-4pm-et,0x6aff3224a139dcc86d03aed727cc5f19b730ee312befb338d4a57388aebccb8e
"Ethereum Up or Down - July 21, 5PM ET",87228188201189137645958114283944570291590604692435630098702822736580438684713,69365901994170864801682295310692596185641884851094249167338804749413810500153,2025-07-21 17:00 EDT,ethereum-up-or-down-july-21-5pm-et,0xf26cb01558fc8cc24df101fc070f784ed84ffee695ca4e0a818c6e4633c7b37f
"Ethereum Up or Down - July 21, 6PM ET",74606776605033371193768294124023022457377357238992022496139101132460202117129,39037869675221277239113128090778500138107612411342973326681828647075813434470,2025-07-21 18:00 EDT,ethereum-up-or-down-july-21-6pm-et,0x5d96492936a470ca785313143f2265172d05e8927bc3e715ffeac84fa8900d9d
"Ethereum Up or Down - July 21, 7PM ET",60718118262828539172390777213263452322633124547203206710074589704394206167743,107141277276412131813112231661772431842629717721340700204621286704136204983860,2025-07-21 19:00 EDT,ethereum-up-or-down-july-21-7pm-et,0xa9df8cb57998f678946e75aceb5bb88b6eeb7e6e0f57e6f5833648449548c02b
"Ethereum Up or Down - July 21, 8PM ET",46603918586696407353591558592005464520512614294940238034621170478243152266080,45069621865208632052190608250478184866960190375238601448765548117053898447258,2025-07-21 20:00 EDT,ethereum-up-or-down-july-21-8pm-et,0x73a6552945e96e4e38ab41528c89cd3bf5def3eb40837d547fb62db913d978a0
"Ethereum Up or Down - July 21, 9PM ET",99973727101315974932815561514550515303873599603915924106787865630131193300308,91587390148144667734408462840076101340914256929352621883256994143788864588966,2025-07-21 21:00 EDT,ethereum-up-or-down-july-21-9pm-et,0x7d44fe3d3c604607a1154046d8603536453021966f1592fe88744ecbd1845e57
"Ethereum Up or Down - July 21, 10PM ET",11744837333691946297795897859161017030616637777003330013771609149017667950888,49317128013429758299501066040865403913095002130507867232447972738107277162057,2025-07-21 22:00 EDT,ethereum-up-or-down-july-21-10pm-et,0x111203f817f714e1ba050373f3c182a50a1de705c6674af52729a967acf8bcfe
"Ethereum Up or Down - July 21, 11PM ET",80332370481537571537693336109209069997288740665479086964372977005613748603604,111387185169769417635538266898299070062415527610734667055274538467262246974704,2025-07-21 23:00 EDT,ethereum-up-or-down-july-21-11pm-et,0x0ae3b615abcc56272372a1c27b649ea5aaeec07d2758c305d0f3dfaee9d7feee
"Ethereum Up or Down - July 22, 12AM ET",69704722118060762614996769303386713259689485480202732090501997172547157557228,57149173846983898019186150916717131877257443185293859074373106910147073711809,2025-07-22 00:00 EDT,ethereum-up-or-down-july-22-12am-et,0x7f3a55aed1c28c3c8c9ce01b9783ab75caa960cfd763779440b667919462ae6e
"Ethereum Up or Down - July 22, 1AM ET",5023951665418475282086463870121666345840745519507924083935835571226768677000,21284975872895627254224410280610277878814912618075272617701726702076382373311,2025-07-22 01:00 EDT,ethereum-up-or-down-july-22-1am-et,0xc92af57ec32ed29ca8b2e09108db3bd19eaad780a21e32e9f51017c73c86e894
"Ethereum Up or Down - July 22, 2AM ET",16798003349444897018830206893577883704323921447169621503556800804058372885940,75917081612064539864562886051143835582345683781549727317436261314082388549802,2025-07-22 02:00 EDT,ethereum-up-or-down-july-22-2am-et,0xc2123a914a3647ec40184b2f2d93905317cb76736672402328b42e6b6dad2064
"Ethereum Up or Down - July 22, 3AM ET",65803556689687760118549485373607586373191004568051582206928700824268964623471,41267630046221619881095089330485088451306985101133481709884263041676194205019,2025-07-22 03:00 EDT,ethereum-up-or-down-july-22-3am-et,0x30887cb283419aa5966b37106f820c41a45bc8c35fa69fc48667ba0b064104dc
"Ethereum Up or Down - July 22, 4AM ET",9432619996326539429926169621479224191846141875091836172375042256203365304470,112574560963702020232215581784982323401058646517106637317947249671691750737112,2025-07-22 04:00 EDT,ethereum-up-or-down-july-22-4am-et,0x601dc38facfb54b0485cbe2010a5460d36cd7f5cb63953266d27a662a0ec6092
"Ethereum Up or Down - July 22, 5AM ET",36526726288362627217951766971828641456527215003121955026481379801577587271432,111317647944983179297919862337904876589716035578215099333232003706624788585559,2025-07-22 05:00 EDT,ethereum-up-or-down-july-22-5am-et,0xb586a3119637de07823505a75db015d0260ef94a26ac368bc3a7972e0992458b
"Ethereum Up or Down - July 22, 6AM ET",41238543153153351575812485887320666320939588515922468661185694764949550630001,41577029770982367374345136083716944983135535082728646815892315552918725149190,2025-07-22 06:00 EDT,ethereum-up-or-down-july-22-6am-et,0x0d07598bd181d42604879e2977fdc40f894e09a629c4f270e7ff8588dfa09548
"Ethereum Up or Down - July 22, 7AM ET",57494829293960894052174966303841733615853125952744886169386838793244940946094,85761916630534127431910371403628260339958851965305998871973536233671859161308,2025-07-22 07:00 EDT,ethereum-up-or-down-july-22-7am-et,0xcb312412c236df8179e13a5b9325975759ebdff98b1a6922fa5cc5e3323a0ad1
"Ethereum Up or Down - July 22, 8AM ET",9424495593546589790118725772857195414563050481205413253620968259197758936599,38244010550886181162586793453283169544029672205027755204078193969335753894434,2025-07-22 08:00 EDT,ethereum-up-or-down-july-22-8am-et,0x052201fc28d36ac19ef590ac2f84ddf8fa72877714b6140a256edf6d77b88e3c
"Ethereum Up or Down - July 22, 9AM ET",18115225731649908704370211696729983479641028506917968759315192483272830233487,90566832792257132638191496060890040810687024182163336182900737147812138759639,2025-07-22 09:00 EDT,ethereum-up-or-down-july-22-9am-et,0xd30539e475f47a64267fc45bbb90fb31dc16854c479a347fe5ba745d98d3b8e4
"Ethereum Up or Down - July 22, 10AM ET",13461987181689698573860923385120649418142746479178826691255952327336800598706,9834698811403403104529262895930340362110859390440007097605736628312895935200,2025-07-22 10:00 EDT,ethereum-up-or-down-july-22-10am-et,0x448fe038deef8f995592fa9e5d1ef87a870aa47250f29b387bc142954fa6f61b
"Ethereum Up or Down - July 22, 11AM ET",34380513526314982723035572862590896017004169216428238737004316975479803976653,13777186125123511970033538524814744744774063177854115303394946529675593615689,2025-07-22 11:00 EDT,ethereum-up-or-down-july-22-11am-et,0xa29df8f9f1e618c837922cc268d9df1f9eb2fb2dc29e536806e0933d5f3bc668
"Ethereum Up or Down - July 22, 12PM ET",110014817619934788339687539763007586676215742646889160016066265765607509175463,103151072245547750662908285979290949792623382134689212245123335664423146930014,2025-07-22 12:00 EDT,ethereum-up-or-down-july-22-12pm-et,0x8398f57d62fcf1571d71ddb79587df495ee02d9648e6d5fcd87bb1ffc6098f3c
"Ethereum Up or Down - July 22, 1PM ET",50170258625451564769785320678172998381517526621209471517896004163852147048561,77054917839889336439671708798160674795837472852791885905104245419005177693967,2025-07-22 13:00 EDT,ethereum-up-or-down-july-22-1pm-et,0xaabcf5e91e94e7a5e8e5f5163b19ccfa064f7b351e03dabc4c5f197f075b667f
"Ethereum Up or Down - July 22, 2PM ET",63592568406469809417571054506869721045134188667345560857643590068507851834739,55271400706469001482422485584464865847183361225760290303131639565157179404338,2025-07-22 14:00 EDT,ethereum-up-or-down-july-22-2pm-et,0x7fc7ac779b98735a3ac5e0984052bb2505a138e7ddab80da2e4c0bb33914d85e
"Ethereum Up or Down - July 22, 3PM ET",84873606201074987573363462944620614345641004847413251431356347179895554605672,14532086982238042766229574006035920868809332826643278067766767126549260809420,2025-07-22 15:00 EDT,ethereum-up-or-down-july-22-3pm-et,0x09b0e5d565b39d9c08faafb94bbb62456e015a7f4f942d2d85fdfe5998933ec8
"Ethereum Up or Down - July 22, 4PM ET",92468420113732511367041179217287760076063630885174858575559757388518853600067,114446227206349774938209745037332697393828112524754928575897904714916841648705,2025-07-22 16:00 EDT,ethereum-up-or-down-july-22-4pm-et,0xf749d7a6e5a466d74addb6ae809be8eaee1c15e8f0c1fe165201387e311ee409
"Ethereum Up or Down - July 22, 5PM ET",57703675297932422803455746615320976930071030422582072686741971197759189557094,75903440220625729816936940823688934061773104349381217311965380677007614893422,2025-07-22 17:00 EDT,ethereum-up-or-down-july-22-5pm-et,0xd933426cc23e2629b28128196b162c40d32d55ac624d4d82e689261bdf33f3e7
"Ethereum Up or Down - July 22, 6PM ET",2320850167749962130851228076882314076113612385498841234685598477805230345273,93364394585746750143987772464445394928098735976253715880266329245799412778110,2025-07-22 18:00 EDT,ethereum-up-or-down-july-22-6pm-et,0x2418730d082887beeaa562b7afe54f4e8fd68fb2d0e22559bd0590d8c0d4e593
"Ethereum Up or Down - July 22, 7PM ET",111485545214562342664357094347576448933325593155415103026047065928177032555744,96115346960216211374747838873754242218813979621824694373235794647418867659644,2025-07-22 19:00 EDT,ethereum-up-or-down-july-22-7pm-et,0x1a7f245188e11c9091689bab977f903be05fa03d6f9a6e1f3b01e484147a3313
"Ethereum Up or Down - July 22, 8PM ET",107083368573113224051225826372675693676388693730887029979711843824678271487258,57383415934455241733254028085108050402429416492172165882314447221198828463629,2025-07-22 20:00 EDT,ethereum-up-or-down-july-22-8pm-et,0xba2cfc14ea5c2df306bf037ea54c0611e0548134c6165f3240932d333383b2c8
"Ethereum Up or Down - July 22, 9PM ET",5438941867901575157237481119819062147537843202760757707770978307703095983123,69081613913586168885135943249463980257606803852311430103394660939706261528432,2025-07-22 21:00 EDT,ethereum-up-or-down-july-22-9pm-et,0x44a3588a603df47ea1666dd0b1b3cf26ace9a0b7c7a381aa9776d73ffba985c6
"Ethereum Up or Down - July 22, 10PM ET",50411823414622360666630733725448324124335574391620283081396102042721699334137,104484562803851862780775362956951110038555785673297337304905729525192420233820,2025-07-22 22:00 EDT,ethereum-up-or-down-july-22-10pm-et,0x81c2de0d3959ebec4d3e7f944916f40537404622e39513a13c9da3db9b3c47c3
"Ethereum Up or Down - July 22, 11PM ET",242152206732326638983063869646498048063477904251741102677199518286932891315,64251399787024980663490481248473893553580593853740834736025302562351279426849,2025-07-22 23:00 EDT,ethereum-up-or-down-july-22-11pm-et,0x5a52ac692c340b9ef75f1476c81519df1a88cc3c48d3dc1b47e75caf8f557ffc
"Ethereum Up or Down - July 23, 12AM ET",80605926599343840242229673617942455359504699080005119445008058938083666772050,87761023833227193584525571262295427713945170993882387749878006226283713068059,2025-07-23 00:00 EDT,ethereum-up-or-down-july-23-12am-et,0x40ac7e54de89e0f5923e84c26ca2af0ffeee7c43436537ba310f61b24b3a5c2a
"Ethereum Up or Down - July 23, 1AM ET",8573815235689429225495242938558946660728012826939767451134957035152692414513,101263410231435625262201710432137661087246621926898267097126897776779442735075,2025-07-23 01:00 EDT,ethereum-up-or-down-july-23-1am-et,0x25acc4ca332995fbe8bc0f8caa8d7087ebc7cdb7eafa70e5005419e1dee458ce
"Ethereum Up or Down - July 23, 2AM ET",76083893545600512806973129817709435659800956488188013979894297711601463298956,58229435565460708221550113697889595628036039028609372572894420205673272388348,2025-07-23 02:00 EDT,ethereum-up-or-down-july-23-2am-et,0xcd2b2366975524ddb50f500f1edb113658f43a443ce798cb308bdb65d8e45faa
"Ethereum Up or Down - July 23, 3AM ET",65415959157183518802973489388698272539110016167094197311527047871397975108364,70216293398432947348211951031347657605579979009235207870146129365994850548243,2025-07-23 03:00 EDT,ethereum-up-or-down-july-23-3am-et,0x0dff7df0bed380f36f55b01832fbc8dc18d26be0c7bbe9c1fc610470635b95e4
"Ethereum Up or Down - July 23, 4AM ET",14413951178106441264434370994199236302863194248023704874346338695593765273151,86116192310692287404824792670511036256910054157675047234526797105098579719188,2025-07-23 04:00 EDT,ethereum-up-or-down-july-23-4am-et,0x75a324508e38e696e0688b4eef047f39291bf525152a38c3735fd14d75f0f6ee
"Ethereum Up or Down - July 23, 5AM ET",59783066916865578119024436704992690195304501400734163977339655830038356880430,38481545516955848724535542481892404610595412286623457818002246600885914419450,2025-07-23 05:00 EDT,ethereum-up-or-down-july-23-5am-et,0xa0b7fb0d5f2826f14244036066ab321d4b6074c723b0a2c10571d12dca7cca13
"Ethereum Up or Down - July 23, 6AM ET",68197538051448172791131009448526427503205721184677676726845276975481479972876,64456133423850477323744042895027649948049848413274619121472675949120035097620,2025-07-23 06:00 EDT,ethereum-up-or-down-july-23-6am-et,0xfc8e8b7d1c21d3c376c77d496bbb457e0b178623bf800b1f750cfb3e0455ef73
"Ethereum Up or Down - July 23, 7AM ET",85966308968779633468905821665689191678260655937598616620936411287792550927318,104252295045639801725876746691938144297333961017683527530210323663591154203380,2025-07-23 07:00 EDT,ethereum-up-or-down-july-23-7am-et,0xc4fcf422c4b4b6716e01f160a4e02c430fe53f56ac24e827892740f324ce7816
"Ethereum Up or Down - July 23, 8AM ET",16083687899737196612953800021084027833781916113582171268976050851445395987655,8901198741956350046923095524679037590130304782060811274312427437764691305131,2025-07-23 08:00 EDT,ethereum-up-or-down-july-23-8am-et,0x79439e27b31d1d3c0e7dbe62b36167107d2d26266f8471c74deb2146a06fd2df
"Ethereum Up or Down - July 23, 9AM ET",67292247424902097097913993212533875859520065715633696568261147895430354517257,54768032666230683583710449701800645532368573897914866018322957809917159327252,2025-07-23 09:00 EDT,ethereum-up-or-down-july-23-9am-et,0xa1daa78275bef44bc3a6f437d41a475beef8794a39081ad76850316bbde8365e
"Ethereum Up or Down - July 23, 10AM ET",69684013974318577216524882629371262608672714503797265445122848626006054755525,104927579887323215228678773170956216978060251796304631050858401329507761314073,2025-07-23 10:00 EDT,ethereum-up-or-down-july-23-10am-et,0x96c35aa928d450d557110c3c56ab408a73781cd61b357046f95c68422bf734fb
"Ethereum Up or Down - July 23, 11AM ET",60650757323434218316112434473928182025023147206433349288721255420022553766905,46222519430716923724117537370815592581181032944885970988135318772255989950216,2025-07-23 11:00 EDT,ethereum-up-or-down-july-23-11am-et,0xd800b047e782ca9a9e0b699fdd09c480b7e09181ea394e6217dacd606b7ac7ed
"Ethereum Up or Down - July 23, 12PM ET",91450185582952642991707082415255260790221942447822701466880985141470261801224,85941010345636940608803479273621239014176108697281412744456906025657392054664,2025-07-23 12:00 EDT,ethereum-up-or-down-july-23-12pm-et,0x0ba2fba0cc1d6fde94cced37db5f8e027a2f4a993e520eeffd70cae7e56abdfd
"Ethereum Up or Down - July 23, 1PM ET",88568791072212823022324415239356169918405832291053904077374472746970278760818,27076606186368578358962193659530154240768589056472734694049038237523969919602,2025-07-23 13:00 EDT,ethereum-up-or-down-july-23-1pm-et,0x7478539e1982a2e9ca3e2cdc3534979860428ce5a74cfdab3feb012c70c280ae
"Ethereum Up or Down - July 23, 2PM ET",67237363008523889982086639542446902902183693074344649186332855972258443313256,95982547190685814107504579625604231807375305344957838180827148686008912779200,2025-07-23 14:00 EDT,ethereum-up-or-down-july-23-2pm-et,0x2365b0bca44bad7e495dc515e27d6a7698b5e373b8b0484d666b946c00d72740
"Ethereum Up or Down - July 23, 3PM ET",39607552665863185305328683583957728695070547660847845006739037250461778112871,32303229081199107578603441787421649639286229698628153970631824814120571695701,2025-07-23 15:00 EDT,ethereum-up-or-down-july-23-3pm-et,0x6f0e313bb83e150c273fe1e12d9890a869d5354344c23391aa1b3ed9e2d06ad2
"Ethereum Up or Down - July 23, 4PM ET",80171823307457520275705496450442155345666755324353388004370252058542392542133,43476740321708090338892607653526706300941742790504833641526626879135524395719,2025-07-23 16:00 EDT,ethereum-up-or-down-july-23-4pm-et,0x80f138228f669457c04433116e6a4ae6da2ca7abc54f0a9279a8724351df81a2
"Ethereum Up or Down - July 23, 5PM ET",42116980948535084885187142899796027068727405987150464357837223184315075621095,107557531122871800140027804660610996463117839405339076302906042495559323933739,2025-07-23 17:00 EDT,ethereum-up-or-down-july-23-5pm-et,0xd4884ee0e514f65631e244b9f3fc6eba820e931fc81db52fb96f0e3c1da93c2a
"Ethereum Up or Down - July 23, 6PM ET",115673077238905038732444064898402996812854930154866199284703347720944337888146,81150114804730340203973336464752224370994340697462000612873795979246617575835,2025-07-23 18:00 EDT,ethereum-up-or-down-july-23-6pm-et,0xa659eff59eace5d823f47f6e228c2bf797e93e5d4b0e77ebd8f093073dee77de
"Ethereum Up or Down - July 23, 7PM ET",12315581116650939059561685187454709048720157921530958439259933964590122275726,27027189941716917077149064410786919458741508981760538894501406367822250849534,2025-07-23 19:00 EDT,ethereum-up-or-down-july-23-7pm-et,0x546d2a813f6e49c8fcce0fcdebbf87a27460b0acd4ca9c27a7322a300ddba3fd
"Ethereum Up or Down - July 23, 8PM ET",96032888476828294267449043565723966247459143228930573100369322356440105913454,77890161213502953130084067786249784316058499340191197469926427512214297958099,2025-07-23 20:00 EDT,ethereum-up-or-down-july-23-8pm-et,0x230b726fd02a24548ca21e8505585337ac119709b7662894cbeecc237d2aefca
"Ethereum Up or Down - July 23, 9PM ET",57345489545993710877373796816186866054836421346530186220463265021624985029235,85966858788588322470550321510564783371990435355205301609289195571339499335760,2025-07-23 21:00 EDT,ethereum-up-or-down-july-23-9pm-et,0xb4c5e9940d1bc3e9add708e357dd9051904f0529460b231bb6ba4189bc111dae
"Ethereum Up or Down - July 23, 10PM ET",45696609075771282606878781303524507795649906529800976886414535036676882176859,59362518160059883986764382073758109074162028512069630833192832953310573959474,2025-07-23 22:00 EDT,ethereum-up-or-down-july-23-10pm-et,0x1a892cad6a36af41c9273f8f0f79b6b7716dea72142493c1b3c05417366021d8
"Ethereum Up or Down - July 23, 11PM ET",56044844964963292233553216281548710261209455501994063776330350885860410703153,20223484051288611167583537280275036777248522984085696741773761853586628995129,2025-07-23 23:00 EDT,ethereum-up-or-down-july-23-11pm-et,0x9a0973d28890dd72cae5f5498f33e8c0d6c44d11a3c0bd6d9d948f81b68d3e32
"Ethereum Up or Down - July 24, 12AM ET",17053403866742612222524767782213668823657721871295251422547013729991908566158,108724603321149713404214620080700401574783684015128279519001532113262831647768,2025-07-24 00:00 EDT,ethereum-up-or-down-july-24-12am-et,0x0ecdf4a6574a3d27e6b6b8be23708879b1f2e559a8e189dd4e412a08aedaa765
"Ethereum Up or Down - July 24, 1AM ET",36576395542461897426861717608755410566137566841758330383449968284092361447880,77097578983606116589544406493822750110614525784291499925065970970832377209539,2025-07-24 01:00 EDT,ethereum-up-or-down-july-24-1am-et,0x189537db1badd7556894119c72cf3cc972e153cd2190b63ab5d9726eb40ee5af
"Ethereum Up or Down - July 24, 2AM ET",71810260216833507374879119499238722835924557978268379072657655572899551722420,111644964102724554332940099395186130162321279438715067829985192008840230853627,2025-07-24 02:00 EDT,ethereum-up-or-down-july-24-2am-et,0xa103275330df3c284a587f7a42df009775fd1440282aac64fbd5f1cde1b70304
"Ethereum Up or Down - July 24, 3AM ET",52630099882980448555800822845447051489855980836087898975434714955050129147525,38556863442988030883810129362423112729671327962310037570037684918866446221865,2025-07-24 03:00 EDT,ethereum-up-or-down-july-24-3am-et,0xb7268679973cfcb61d7fed485546e631900ac66ac7d2a02c911641ed95805c32
"Ethereum Up or Down - July 24, 4AM ET",109685456523533176749692696805787637957554775859223856434576176315039464825434,99083450568533452778065584272627988826836428570411464558188789191743843519020,2025-07-24 04:00 EDT,ethereum-up-or-down-july-24-4am-et,0x97ac92ecd1522589c4c8d9ed2f30f67bee1a048579e4cd11b0d34f0af0307a45
"Ethereum Up or Down - July 24, 5AM ET",114438206421166861111182119378595933378787543225106213398506206915174397946496,86693093414752285056658219436934169057946548490342198588888535944930305028924,2025-07-24 05:00 EDT,ethereum-up-or-down-july-24-5am-et,0x537c0edd8ddef9e2cb90c5f9327058b1487e8604aab62fd88705eb649fc20a82
"Ethereum Up or Down - July 24, 6AM ET",105774154020917872172221483209505725901046525335130910847369862876433390206529,12014293501973693795496394301744218370976234298887964886145049747740306446294,2025-07-24 06:00 EDT,ethereum-up-or-down-july-24-6am-et,0xd9f7df6a04f6f81ae365e9640d2ae3691cc63a091adaad771a0d5bf62488743b
"Ethereum Up or Down - July 24, 7AM ET",7612228904819704049114188119324249139597758760285853950545756215280931569787,27365472164261697967637511152553633887242252525083396562964135184630983263822,2025-07-24 07:00 EDT,ethereum-up-or-down-july-24-7am-et,0x58ff0389da252780a3126576611543d73bb8e0e12ab4e4e9841838d765bb6e61
"Ethereum Up or Down - July 24, 8AM ET",13014084922436829320509031437709180915342428617380894413264368631242657222077,12810564189316654038177358162323135195325072040942530076315444213491482713276,2025-07-24 08:00 EDT,ethereum-up-or-down-july-24-8am-et,0x06836a06c4a55966733932a1e0899af38f8cee962adb40961252cc9ba3724be4
"Ethereum Up or Down - July 24, 9AM ET",58692759281348365825730025825831431860193234763142610226520699755810736220902,63614016334449095583344065818123460527063782519488203282598165133658922422974,2025-07-24 09:00 EDT,ethereum-up-or-down-july-24-9am-et,0x25af9eb5462cdf9df9f48e027e7b631ed682515adf407aeec7f8b726a3149a8b
"Ethereum Up or Down - July 24, 10AM ET",62005978914365686256911142581454846460777342665368631272755396224402302360105,52012791907310804210015443267527138960404084363268013629071862943242018267353,2025-07-24 10:00 EDT,ethereum-up-or-down-july-24-10am-et,0xab80b57cdc9ba9e7cf80b975645eb61b2b59aa08f1f9ebc5b3c3773d3334e153
"Ethereum Up or Down - July 24, 11AM ET",93499397238625770909088920526664767999112028127012239198006507242089176972517,11310183980846833340960937148534313542849006088986017182851163402938521424067,2025-07-24 11:00 EDT,ethereum-up-or-down-july-24-11am-et,0x10e3beafc0b8712aa7f5ac7b72a7de1ae665426f16d28fdf7155617b2314e00c
"Ethereum Up or Down - July 24, 12PM ET",7284121418957953919954805941959331838908999892258548017971438012349514446032,72880350273970691908952465712060247623705746427918234229086220868248189814557,2025-07-24 12:00 EDT,ethereum-up-or-down-july-24-12pm-et,0xa4e3896ba1c4e9e6289f27cf5e2dbc71f0d6532688a4949383970dfde0915bdf
"Ethereum Up or Down - July 24, 1PM ET",68966467371685943311735880273581309538415455327068042068014671331484829628330,31148321038360699075278538504591469383942759739300403460582308956412947786165,2025-07-24 13:00 EDT,ethereum-up-or-down-july-24-1pm-et,0xa9ac9206a301053629fb67d64c7f9eeea0697b5d2cc3b2fa33d7276d3acdb6b4
"Ethereum Up or Down - July 24, 2PM ET",89059429807280178536079115526498521741824036419199845698083564603840651248847,11194813084439633562670776653044475932080385955782019172096640299975394340838,2025-07-24 14:00 EDT,ethereum-up-or-down-july-24-2pm-et,0xc21f092da6e7686148d91cf596f9c2065a80620c652491b452182e299de00426
"Ethereum Up or Down - July 24, 3PM ET",63586213252065318816147269620007023573853989359024170603887138559891434082265,7245601751169551963014314924237904406680229299202796284081797896694949594367,2025-07-24 15:00 EDT,ethereum-up-or-down-july-24-3pm-et,0x0aea47c922adcab1724dc3e7f27461f007ab96662bba317f907a31350d5dd539
"Ethereum Up or Down - July 24, 4PM ET",48648760553057786829604761677038103732251705469377692070947526057739751657655,90870484815707459073396256477767375707197789369371927474144331876194600215872,2025-07-24 16:00 EDT,ethereum-up-or-down-july-24-4pm-et,0xad39040c777f46d75709d5361902959ccd9b243b7a52fc7a59548db01225aad6
"Ethereum Up or Down - July 24, 5PM ET",16495224186529212805696818109401635626641343919224369526997220210775792519687,1983389865739582655800426403610579675569262566258721162642691778070691004720,2025-07-24 17:00 EDT,ethereum-up-or-down-july-24-5pm-et,0x721d144203630a4fefa1e931ff64ec069af1eb23d1e992f40775c5cfec8f94d6
"Ethereum Up or Down - July 24, 6PM ET",33645062784592491796980116216255581217282716736117294184142400844697137784007,58311724981750271142757508894992174149129910600696564056093246819181863769714,2025-07-24 18:00 EDT,ethereum-up-or-down-july-24-6pm-et,0x2725933ca541a65b9f8be1b25de46c626faab9fe8b1fd7248c85df647f23bfc7
"Ethereum Up or Down - July 24, 7PM ET",78995225305228770106710322998485175099615237038293888801972030781686739657240,74715721746828558751176536003526845363771155333964206709921180474435063576660,2025-07-24 19:00 EDT,ethereum-up-or-down-july-24-7pm-et,0xfcfe3f6224dd2c3ce2ae949cddc055288dc00a8b63e22c0b5c44dfabaa4da32c
"Ethereum Up or Down - July 24, 8PM ET",96272189011452332641857409527972946926359432153286148866944504727412744164204,25096020322236303455533452081485635295082661092787400096956463009368698037524,2025-07-24 20:00 EDT,ethereum-up-or-down-july-24-8pm-et,0x0c897a62561b028c9f7d5df06b606c63d1da036e508787e9c26f821cdbd1a8b1
"Ethereum Up or Down - July 24, 9PM ET",111044918097151012350682078962724027011050337669652539447203229475401417061954,38260520873936850241728155501574199257755115350153683517564477422958710901038,2025-07-24 21:00 EDT,ethereum-up-or-down-july-24-9pm-et,0x9ec2920a3418c56663be3910fee93ccb479a37b440003a66d33f4de4a4d0b013
"Ethereum Up or Down - July 24, 10PM ET",86076323634421890898646824383839600175512478723220010957133226845638975665376,40142240118440022350486942193660545791025254406614431697574330010732721132409,2025-07-24 22:00 EDT,ethereum-up-or-down-july-24-10pm-et,0x458937650583d13b7f4b3b040a4e0c7f05bf2b5664d72b0c3f8505e70daf298e
"Ethereum Up or Down - July 24, 11PM ET",35932878194205649249708069158940373703476614560073351342228365065224758363825,8012543187180701539584603719579944729822275993083757900830728411373867352471,2025-07-24 23:00 EDT,ethereum-up-or-down-july-24-11pm-et,0x7475dfc01ccfb856b4aaaa3624dd79f67b77745043b7d47dc2b369fe24b9bedb
"Ethereum Up or Down - July 25, 12AM ET",35022546741953690860054377915882869095182769699620603521082028925361809594286,81776333760080138088876072033559177910554059498943874398091023445335508131702,2025-07-25 00:00 EDT,ethereum-up-or-down-july-25-12am-et,0xbf13dba649f6477f0503ddbda770c590753e6a09dd673da52ee461034cc22c1d
"Ethereum Up or Down - July 25, 1AM ET",48755716611033414034575947287321257993998840725814087950630403296943522487351,84423791190838517271887396473009830122274326203592888294955623047860154322698,2025-07-25 01:00 EDT,ethereum-up-or-down-july-25-1am-et,0xfe3c0940850e3577ecf13807a2876075e99b913877ac4324b8bd34d8f14c8be0
"Ethereum Up or Down - July 25, 2AM ET",25509254148288756828129672129094952223220893413129004741999751232780774987522,37124470781516050234952454318029447305517012101931653205066847340661653422541,2025-07-25 02:00 EDT,ethereum-up-or-down-july-25-2am-et,0xc5d7a787ec123eb9d12a500b322c96701b7552744a8d8699c324e2b525e7d2ec
"Ethereum Up or Down - July 25, 3AM ET",62593202969429008155167931766377347149172238365182783991979306356252857920328,17917151437709639356016652167855344333596933676651216321179727455898940690297,2025-07-25 03:00 EDT,ethereum-up-or-down-july-25-3am-et,0x2f453d4f51a630b299ac61e14041f43d0ea547359b103a1cad10f88172e50d40
"Ethereum Up or Down - July 25, 4AM ET",115087603956728614743264217931767257313296722056340673160583193264512722671883,95825358341029262007879945685293375800803200881441515015861868528303887901200,2025-07-25 04:00 EDT,ethereum-up-or-down-july-25-4am-et,0x010befe100a978723fe4a88d16bdfa0ce8fd67a013aab3add980c4c5c19991d3
"Ethereum Up or Down - July 25, 5AM ET",76797447875082886818587091118281400590321584384349265928095889963405650845386,34846120062003619062382524336679464218524809053371325191548583387305989826663,2025-07-25 05:00 EDT,ethereum-up-or-down-july-25-5am-et,0x397a81014eb1d33350f88ad1bdf9d83e255ecd1a153cdbf77e7715e27d1a2ecc
"Ethereum Up or Down - July 25, 6AM ET",23447745808308467994505153005428271153285027071636067332585093405936526363100,15159339355652808321562817425676392235722275616436108576676661226610094370153,2025-07-25 06:00 EDT,ethereum-up-or-down-july-25-6am-et,0x1e66feb8e502cbfd0c7a82a625dda22fcf04f5c13ea6d0fcf3f902a4165166db
"Ethereum Up or Down - July 25, 7AM ET",106298579011782898121879028175480946635346673853775711039873726611298394363936,106176435761932957359813889722982109428766394612174646543094472783248447331803,2025-07-25 07:00 EDT,ethereum-up-or-down-july-25-7am-et,0x5ffb9e106d2ba75e9d0c7da8ef1f7b0c3a9a63c4dc8305846d7a8cb99eebcb81
